id,date,merchant,description,amount,category,subcategory,source_card,receipt_status,receipt_email_id,receipt_email_subject,receipt_file,email_search_query,submission_status,priority,business_purpose,notes
EXP-2025-09-25-004,2025-09-25,Gotts Roadside,Lunch - SF,32.13,Meals,Working Meals,Chase,pending,,,,,pending,low,Working lunch - SF,
EXP-2025-09-26-001,2025-09-26,Warwick SF,Hotel Stay,189.36,Travel,Hotels,Chase,pending,,,,from:warwickhotels,pending,high,SF business trip accommodation,
EXP-2025-09-26-002,2025-09-26,Waymo,Rideshare SF,11.46,Travel,Ground Transportation,Chase,pending,1998685f19b5db23,Your Waymo ride receipt,,from:waymo receipt,pending,medium,Business rideshare - SF Bay Area,Warwick SF to Townsend St
EXP-2025-09-26-003,2025-09-26,Jeffreys Hamburgers,Lunch - San Mateo,30.23,Meals,Working Meals,Chase,pending,,,,,pending,low,Working lunch - San Mateo area,
EXP-2025-09-26-004,2025-09-26,Donut Delite,Coffee/Pastry - San Mateo,14.85,Meals,Coffee,Chase,pending,,,,,pending,low,Working coffee - San Mateo,
EXP-2025-09-26-005,2025-09-26,DoorDash,DD Rise Woodfire - CA,52.17,Meals,Working Meals,Chase,pending,,,,,pending,low,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-09-27-001,2025-09-27,Uber,Rideshare CA,40.69,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Business rideshare - SF Bay Area,
BF-20250927-001,2025-09-27,Smashy,Smashy - Restaurant,24.99,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: SQ *SMASHY CLUB New York NY
EXP-2025-09-28-001,2025-09-28,Lyft,Rideshare CA,25.82,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Business rideshare - SF Bay Area,
BF-20250928-001,2025-09-28,Jeremy'S,Jeremy'S - Restaurant,30.83,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: SQ *JEREMY'S ALE HOUSE New York NY
EXP-2025-09-29-001,2025-09-29,DoorDash,DD Nan Xiang - CA,13.23,Meals,Working Meals,Chase,pending,,,,,pending,low,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-09-30-001,2025-09-30,Uber,Rideshare CA,32.74,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Business rideshare - SF Bay Area,
EXP-2025-09-30-002,2025-09-30,DoorDash,DD Lanlarb Soi - CA,23.58,Meals,Working Meals,Chase,pending,,,,,pending,low,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-09-30-003,2025-09-30,DoorDash,DD Levain Bakery - CA,34.08,Meals,Working Meals,Chase,pending,,,,,pending,low,DoorDash delivery - Bay Area,Credit card statement
BF-20250930-001,2025-09-30,Amazon,Amazon - Supplies,151.34,Equipment,Supplies,Chase,email_available,,,,from:auto-confirm@amazon.com,pending,medium,Business supplies,Backfill: AMAZON PRIME*NJ89268F1 Amzn.com/bill WA
EXP-2025-10-01-001,2025-10-01,Google Cloud,GCP Infrastructure Oct,14500.00,Infrastructure,Cloud Services,Amex,pending,,,,,pending,critical,Cloud infrastructure for Promptfoo,Monthly GCP billing
EXP-2025-10-01-002,2025-10-01,Anthropic,Claude API Usage,1500.07,Infrastructure,API Services,Amex,pending,,,,from:anthropic.com subject:invoice,pending,critical,AI/LLM API for product development,
EXP-2025-10-01-003,2025-10-01,Lyft,Rideshare CA,59.70,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Business rideshare - SF Bay Area,
EXP-2025-10-02-001,2025-10-02,Amazon,KINESIS Advantage360 Keyboard,525.10,Equipment,Computer Peripherals,Chase,found,199a545f2747636c,Ordered: KINESIS Advantage360...,,from:auto-confirm@amazon.com,pending,high,Ergonomic keyboard - development,Delivered to San Mateo
EXP-2025-10-02-002,2025-10-02,Amazon,Logitech MX Anywhere 3S Mouse,98.65,Equipment,Computer Peripherals,Chase,found,199a545f2747636c,Ordered: KINESIS Advantage360...,,from:auto-confirm@amazon.com,pending,medium,Ergonomic mouse - development,Delivered to San Mateo
EXP-2025-10-02-003,2025-10-02,DoorDash,DD Doubledash - CA,99.76,Meals,Team Meals,Chase,pending,,,,,pending,medium,DoorDash team delivery - Bay Area,Credit card statement
BF-20251002-003,2025-10-02,Apple,Apple - Hardware,2195.40,Equipment,Hardware,Amex,found,199afafd47edec75,,,from:no_reply@email.apple.com subject:receipt,pending,high,Business hardware,Backfill: APPLE.COM/US        CUPERTINO           CA
BF-20251002-001,2025-10-02,Minami,Minami - Restaurant,305.75,Meals,Restaurant,Chase,pending,,,,,pending,high,Business restaurant,Backfill: SQ *MINAMI RESTAURANT TOR TORONTO ON
BF-20251002-002,2025-10-02,Uber,Uber - Rideshare,45.98,Travel,Rideshare,Chase,email_available,,,,from:noreply@uber.com subject:trip,pending,medium,Business rideshare,Backfill: UBER *TRIP HELP.UBER.COM CA
EXP-2025-10-03-001,2025-10-03,OpenAI,ChatGPT Plus,217.75,Software,AI Tools,Chase,pending,,,,from:openai subject:receipt,pending,medium,AI development tools,
EXP-2025-10-03-002,2025-10-03,UseTusk.AI,AI Code Review,125.00,Software,AI Tools,Chase,pending,,,,from:usetusk,pending,medium,AI development tools,
EXP-2025-10-03-003,2025-10-03,Comcast/Xfinity,Internet Service,219.27,Infrastructure,Remote Work,Chase,pending,,,,,pending,medium,Remote work internet infrastructure,Monthly service
EXP-2025-10-03-004,2025-10-03,DoorDash,DD Dosto Rost - CA,26.02,Meals,Working Meals,Chase,pending,,,,,pending,low,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-10-03-005,2025-10-03,DoorDash,DD Doubledash - CA,51.39,Meals,Working Meals,Chase,pending,,,,,pending,low,DoorDash delivery - Bay Area,Credit card statement
BF-20251003-001,2025-10-03,Apple,Apple - Hardware,108.86,Equipment,Hardware,Chase,found,199ad4223e84c139,,,from:no_reply@email.apple.com subject:receipt,pending,medium,Business hardware,Backfill: APPLE.COM/BILL 866-712-7753 CA
EXP-2025-10-04-001,2025-10-04,Lyft,Rideshare CA,41.30,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Business rideshare - Toronto trip,
EXP-2025-10-04-002,2025-10-04,DoorDash,DD SIM Pizza - CA,21.94,Meals,Working Meals,Chase,pending,,,,,pending,low,DoorDash delivery - Bay Area,Credit card statement
BF-20251004-001,2025-10-04,Mitr,Mitr - Restaurant,458.79,Meals,Restaurant,Chase,pending,,,,,pending,high,Business restaurant,Backfill: TST*MITR THAI New York NY
EXP-2025-10-05-001,2025-10-05,DoorDash,DD Doubledash - CA,38.57,Meals,Working Meals,Chase,pending,,,,,pending,low,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-10-06-001,2025-10-06,WeWork,Coworking Space Day Pass,39.00,Infrastructure,Coworking,Chase,pending,,,,,pending,low,Coworking space for meetings,Day pass
BF-20251006-001,2025-10-06,Lyft,Lyft - Rideshare,22.04,Travel,Rideshare,Chase,email_available,,,,from:no-reply@lyftmail.com,pending,medium,Business rideshare,Backfill: CITIBIK*7 RIDES HELP.LYFT.COM CA
EXP-2025-10-08-001,2025-10-08,Airbnb,SF Accommodation,1855.55,Travel,Hotels,Chase,found,199d07a2343449e2,,,from:airbnb subject:confirmation,pending,high,Extended SF business trip,
EXP-2025-10-08-002,2025-10-08,Google Colab,AI Development Tools,10.88,Software,AI Tools,Chase,pending,,,,,pending,low,AI/ML development platform,Monthly subscription
EXP-2025-10-09-001,2025-10-09,Delta Air Lines,Business Flight,483.48,Travel,Flights,Amex,found,199c5611a3d80c44,,,from:delta subject:confirmation,pending,high,Business travel,
EXP-2025-10-09-002,2025-10-09,DoorDash,DD Siddharta - CA,25.76,Meals,Working Meals,Chase,pending,,,,,pending,low,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-10-10-001,2025-10-10,Google One,Cloud Storage,21.76,Software,Cloud Storage,Chase,pending,,,,,pending,low,Cloud storage for work files,Monthly subscription
EXP-2025-10-10-002,2025-10-10,DoorDash,DD Taco Mahal - CA,24.61,Meals,Working Meals,Chase,pending,,,,,pending,low,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-10-11-001,2025-10-11,Airbnb,SF Accommodation,2248.12,Travel,Hotels,Chase,found,199cf930a8534edf,,,from:airbnb subject:confirmation,pending,high,Extended SF business trip,
EXP-2025-10-11-001,2025-10-11,DoorDash,DD Doubledash - CA,33.52,Meals,Working Meals,Chase,pending,,,,,pending,low,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-10-11-002,2025-10-11,DoorDash,DD Doubledash - CA,30.55,Meals,Working Meals,Chase,pending,,,,,pending,low,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-10-11-003,2025-10-11,DoorDash,DD Faiccosit - CA,29.02,Meals,Working Meals,Chase,pending,,,,,pending,low,DoorDash delivery - Bay Area,Credit card statement
BF-20251011-002,2025-10-11,South,South - Restaurant,62.65,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*SOUTH OF THE CLOUDS New York NY
EXP-2025-10-12-001,2025-10-12,SEPTA,Philadelphia Transit,2.90,Travel,Ground Transportation,Chase,pending,,,,,pending,low,Business transit - Philadelphia trip,SEPTA regional rail
BF-20251012-002,2025-10-12,Apple,Apple - Hardware,271.10,Equipment,Hardware,Chase,found,199e1e2a7c82707c,,,from:no_reply@email.apple.com subject:receipt,pending,high,Business hardware,Backfill: APPLE STORE #R032 NEW YORK NY
BF-20251012-001,2025-10-12,Stumptown,Stumptown - Restaurant,22.67,Meals,Restaurant,Chase,email_available,,,,from:messenger@messaging.squareup.com stumptown,pending,medium,Business restaurant,Backfill: SQ *STUMPTOWN COFFEE ROAS New York NY
EXP-2025-10-13-001,2025-10-13,Perplexity.AI,Pro Subscription,21.78,Software,AI Tools,Chase,pending,,,,from:perplexity,pending,medium,AI research tools,
EXP-2025-10-13-002,2025-10-13,Uber,Rideshare CA,27.24,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Business rideshare - SF Bay Area,
EXP-2025-10-13-003,2025-10-13,MTA LIRR,LIRR to JFK Airport,5.00,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Airport transit - JFK to SF business trip,LIRR ticket to JFK
EXP-2025-10-13-004,2025-10-13,Babelcloud/Gru.AI,AI Assistant Subscription,19.90,Software,AI Tools,Chase,pending,,,,,pending,low,AI development tools,Monthly subscription
BF-20251013-001,2025-10-13,Lyft,Lyft - Rideshare,25.31,Travel,Rideshare,Chase,email_available,,,,from:no-reply@lyftmail.com,pending,medium,Business rideshare,Backfill: CITIBIK*11 RIDES HELP.LYFT.COM CA
EXP-2025-10-14-001,2025-10-14,Recruit Pro,Recruiting Tool,149.00,Software,HR Tools,Amex,found,199e4d9bfe4804df,,,from:recruitpro,pending,medium,Team hiring,
EXP-2025-10-14-002,2025-10-14,Kajiken,Team Lunch San Mateo,318.86,Meals,Team Meals,Chase,found,199e08da1e0ed2f1,,,,pending,medium,Team meal - Promptfoo office,
EXP-2025-10-14-003,2025-10-14,Uber,Rideshare CA,10.96,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Business rideshare - SF Bay Area,
EXP-2025-10-14-004,2025-10-14,Amazon,Insta360 Link 2C Webcam + Umbrellas + Stickers,191.48,Equipment,Office Equipment,Chase,found,199e325d47ced504,Ordered: Insta360 Link 2C - 4K...,,from:auto-confirm@amazon.com,pending,medium,San Mateo office webcam + supplies,Delivered to San Mateo
EXP-2025-10-14-005,2025-10-14,Curry Up Now,Lunch - San Mateo,106.75,Meals,Working Meals,Chase,pending,,,,,pending,medium,Working lunch - San Mateo,
EXP-2025-10-14-006,2025-10-14,Tang Bar,Lunch - San Mateo,70.45,Meals,Working Meals,Chase,pending,,,,,pending,medium,Working lunch - San Mateo,
EXP-2025-10-14-007,2025-10-14,DoorDash,DD Doubledash - CA,31.66,Meals,Working Meals,Chase,pending,,,,,pending,low,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-10-14-008,2025-10-14,DoorDash,DD Rise Woodfire - CA,269.51,Meals,Team Meals,Chase,pending,,,,,pending,high,DoorDash team delivery - Bay Area,Credit card statement
BF-20251014-001,2025-10-14,Amazon,Amazon - Supplies,109.61,Equipment,Supplies,Chase,email_available,,,,from:auto-confirm@amazon.com,pending,medium,Business supplies,Backfill: AMAZON MKTPL*NF3XW3922 Amzn.com/bill WA
BF-20251014-002,2025-10-14,Amazon,Amazon - Supplies,81.87,Equipment,Supplies,Chase,email_available,,,,from:auto-confirm@amazon.com,pending,medium,Business supplies,Backfill: AMAZON MKTPL*NF0AA3RP2 Amzn.com/bill WA
EXP-2025-10-15-001,2025-10-15,Delta Air Lines,Business Flight,523.48,Travel,Flights,Amex,found,199e1444d940acdf,,,from:delta subject:confirmation,pending,high,Business travel,
EXP-2025-10-15-002,2025-10-15,Delta Air Lines,Business Flight,523.48,Travel,Flights,Amex,found,199e1444d940acdf,,,from:delta subject:confirmation,pending,high,Business travel,
EXP-2025-10-15-003,2025-10-15,Pausa Bar,Team Dinner San Mateo,1224.77,Meals,Team Meals,Chase,pending,,,,,pending,medium,Team meal - Promptfoo office,Large team gathering
EXP-2025-10-15-004,2025-10-15,Backhaus,Bakery - Burlingame,14.00,Meals,Coffee,Chase,pending,,,,,pending,low,Working coffee/pastry - Burlingame,
EXP-2025-10-15-005,2025-10-15,DoorDash,DD Sao Mai - CA,33.38,Meals,Working Meals,Chase,pending,,,,,pending,low,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-10-15-006,2025-10-15,DoorDash,DD El Sinaloense - CA,121.75,Meals,Team Meals,Chase,pending,,,,,pending,medium,DoorDash team delivery - Bay Area,Credit card statement
EXP-2025-10-16-001,2025-10-16,Anthropic,Claude API Usage,1500.88,Infrastructure,API Services,Amex,pending,,,,from:anthropic.com subject:invoice,pending,critical,AI/LLM API for product development,
EXP-2025-10-16-002,2025-10-16,Zoom,Video Conferencing,33.14,Software,Communication,Chase,pending,,,,from:zoom subject:receipt,pending,medium,Remote collaboration,
EXP-2025-10-16-003,2025-10-16,Uber,Rideshare CA,11.44,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Business rideshare - SF Bay Area,
EXP-2025-10-16-004,2025-10-16,Lyft,Rideshare CA,30.36,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Business rideshare - SF Bay Area,2 rides
EXP-2025-10-16-005,2025-10-16,Fogbird,Lunch - San Mateo,82.88,Meals,Working Meals,Chase,pending,,,,,pending,medium,Working lunch - San Mateo,
EXP-2025-10-16-006,2025-10-16,Backhaus,Bakery - Burlingame,34.00,Meals,Coffee,Chase,pending,,,,,pending,low,Working coffee/pastry - Burlingame,
EXP-2025-10-16-007,2025-10-16,Kaz Teriyaki,Lunch - San Mateo,17.38,Meals,Working Meals,Chase,pending,,,,,pending,low,Working lunch - San Mateo,
EXP-2025-10-16-008,2025-10-16,DoorDash,DD Samikcha Momo - CA,241.66,Meals,Team Meals,Chase,pending,,,,,pending,high,DoorDash team delivery - Bay Area,Credit card statement
EXP-2025-10-16-009,2025-10-16,DoorDash,DD SMR Bakery - CA,41.54,Meals,Working Meals,Chase,pending,,,,,pending,low,DoorDash delivery - Bay Area,Credit card statement
BF-20251016-001,2025-10-16,DoorDash,DoorDash - Delivery,43.10,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASHWEGMANS 855-431-0459 CA
EXP-2025-10-17-001,2025-10-17,Zhangliang,Team Dinner San Mateo,226.30,Meals,Team Meals,Chase,pending,,,,,pending,medium,Team meal - Promptfoo office,
EXP-2025-10-17-002,2025-10-17,Uber,Rideshare CA,14.01,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Business rideshare - SF Bay Area,
EXP-2025-10-17-003,2025-10-17,Uber,Rideshare CA,11.65,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Business rideshare - SF Bay Area,
EXP-2025-10-17-004,2025-10-17,Lyft,Rideshare CA,12.33,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Business rideshare - SF Bay Area,
EXP-2025-10-17-005,2025-10-17,Backhaus,Bakery - Burlingame,29.00,Meals,Coffee,Chase,pending,,,,,pending,low,Working coffee/pastry - Burlingame,
EXP-2025-10-18-001,2025-10-18,Uber,Rideshare San Mateo,21.90,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Business rideshare - SF Bay Area,
EXP-2025-10-18-002,2025-10-18,MTA NYC Subway,NYC Subway - Travel Day,2.90,Travel,Ground Transportation,Chase,pending,,,,,pending,low,Airport transit - Oct business trip start,Subway to airport
EXP-2025-10-18-003,2025-10-18,DoorDash,DD 7th Street - CA,23.35,Meals,Working Meals,Chase,pending,,,,,pending,low,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-10-18-004,2025-10-18,DoorDash,DD Sam Woo Jun - CA,26.67,Meals,Working Meals,Chase,pending,,,,,pending,low,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-10-18-005,2025-10-18,DoorDash,DD Target - CA,459.67,Equipment,Office Supplies,Chase,pending,,,,,pending,high,DoorDash Target delivery - Bay Area office supplies,Credit card statement - REVIEW
BF-20251018-001,2025-10-18,Culture,Culture - Restaurant,135.99,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: SQ *CULTURE ESPRESSO New York NY
EXP-2025-10-19-001,2025-10-19,DoorDash,DD Clover - CA,15.44,Meals,Working Meals,Chase,pending,,,,,pending,low,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-10-19-002,2025-10-19,DoorDash,DD 7th Street - CA,25.37,Meals,Working Meals,Chase,pending,,,,,pending,low,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-10-19-003,2025-10-19,DoorDash,DD Posto - CA,26.64,Meals,Working Meals,Chase,pending,,,,,pending,low,DoorDash delivery - Bay Area,Credit card statement
BF-20251019-001,2025-10-19,Pp*Doordash,Pp*Doordash - Delivery,75.98,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: PP*DOORDASH CVS 855-973-1040 CA
BF-20251019-002,2025-10-19,Hamburger,Hamburger - Restaurant,26.33,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*HAMBURGER AMERICA New York NY
BF-20251019-003,2025-10-19,Culture,Culture - Restaurant,25.48,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: SQ *CULTURE ESPRESSO New York NY
EXP-2025-10-20-001,2025-10-20,Anthropic,Claude API Usage,54.44,Infrastructure,API Services,Amex,found,19a08f7fd9e6014a,,,from:anthropic.com subject:invoice,pending,critical,AI/LLM API for product development,
EXP-2025-10-20-002,2025-10-20,Hotels.com,Radisson,204.50,Travel,Hotels,Amex,found,19a047392925e6c1,,,from:hotels.com subject:confirmation,pending,high,Business travel accommodation,
EXP-2025-10-20-003,2025-10-20,Lyft,Rideshare CA,69.34,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Business rideshare - SF Bay Area,
EXP-2025-10-21-001,2025-10-21,Delta Air Lines,Business Flight,786.96,Travel,Flights,Amex,found,19a112998375d927,,,from:delta subject:confirmation,pending,high,Business travel,
EXP-2025-10-21-002,2025-10-21,Claude.ai,Pro Subscription,217.75,Software,AI Tools,Amex,found,19a08f7fd9e6014a,"Your receipt from Anthropic, PBC #2492-6108-7465",,from:anthropic subject:receipt,pending,medium,AI development tools,
EXP-2025-10-21-003,2025-10-21,Uber,Rideshare CA,18.87,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Business rideshare - SF Bay Area,
EXP-2025-10-21-004,2025-10-21,MTA LIRR,LIRR to JFK Airport,5.00,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Airport transit - Delta flight day,LIRR ticket to JFK
EXP-2025-10-21-005,2025-10-21,DoorDash,DD Siddharta - CA,28.26,Meals,Working Meals,Chase,pending,,,,,pending,low,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-10-21-006,2025-10-21,DoorDash,DD El Jefe Steak - CA,23.80,Meals,Working Meals,Chase,pending,,,,,pending,low,DoorDash delivery - Bay Area,Credit card statement
BF-20251021-002,2025-10-21,DoorDash,DoorDash - Delivery,57.48,Meals,Delivery,Chase,email_available,,,,from:no-reply@doordash.com subject:confirmation,pending,medium,Business delivery,Backfill: DD *DOORDASH CVS DOORDASH.COM CA
BF-20251021-001,2025-10-21,Apple,Apple - Hardware,21.32,Equipment,Hardware,Chase,found,19a078cad80f4ec7,,,from:no_reply@email.apple.com subject:receipt,pending,medium,Business hardware,Backfill: APPLE.COM/BILL 866-712-7753 CA
EXP-2025-10-22-001,2025-10-22,Zoom,Video Conferencing,30.12,Software,Communication,Chase,pending,,,,from:zoom subject:receipt,pending,medium,Remote collaboration,
EXP-2025-10-22-002,2025-10-22,DoorDash,DD Seoul Soul - CA,25.34,Meals,Working Meals,Chase,pending,,,,,pending,low,DoorDash delivery - Bay Area,Credit card statement
BF-20251022-001,2025-10-22,Spring,Spring - Restaurant,29.94,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*SPRING SHABU-SHABU B Brighton MA
EXP-2025-10-23-001,2025-10-23,Vanta,Security Compliance SaaS,3500.00,Software,Security,Amex,found,19a11085fd1c3440,,,from:vanta subject:invoice,pending,high,SOC2 compliance platform,Annual subscription
EXP-2025-10-23-002,2025-10-23,Lyft,Rideshare CA,45.93,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Business rideshare - Boston,
EXP-2025-10-23-003,2025-10-23,Tang Bar,Lunch - San Mateo,60.89,Meals,Working Meals,Chase,pending,,,,,pending,medium,Working lunch - San Mateo,
EXP-2025-10-24-001,2025-10-24,Anthropic,Claude API Usage,1500.35,Infrastructure,API Services,Amex,found,19a04b0e10858752,,,from:anthropic.com subject:invoice,pending,critical,AI/LLM API for product development,
EXP-2025-10-24-002,2025-10-24,Uber,Rideshare CA,25.22,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Business rideshare - SF Bay Area,
EXP-2025-10-24-003,2025-10-24,Lyft,Rideshare CA,55.10,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Business rideshare - Boston,
EXP-2025-10-25-001,2025-10-25,Hotels.com,Business Hotel,786.30,Travel,Hotels,Chase,found,19a1c642fb52b1ba,,,from:hotels.com subject:confirmation,pending,high,Business travel accommodation,
EXP-2025-10-25-002,2025-10-25,Uber,Rideshare CA,24.82,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Business rideshare - SF Bay Area,
EXP-2025-10-25-003,2025-10-25,Lyft,Rideshare CA,37.99,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Business rideshare - Boston,
EXP-2025-10-25-004,2025-10-25,ElevenLabs,AI Voice Generation,11.98,Software,AI Tools,Amex,pending,,,,,pending,low,AI voice generation for demos,Monthly subscription
EXP-2025-10-25-005,2025-10-25,DoorDash,DD Doubledash - CA,63.46,Meals,Working Meals,Chase,pending,,,,,pending,medium,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-10-26-001,2025-10-26,Uber,Rideshare CA,9.33,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Business rideshare - SF Bay Area,
EXP-2025-10-26-002,2025-10-26,Uber,Rideshare CA,10.24,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Business rideshare - SF Bay Area,
EXP-2025-10-26-003,2025-10-26,Lyft,Rideshare CA,15.67,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Business rideshare - Boston,
BF-20251026-001,2025-10-26,Amazon,Amazon - Supplies,43.54,Equipment,Supplies,Chase,email_available,,,,from:auto-confirm@amazon.com,pending,medium,Business supplies,Backfill: Blink amzn.com/bill WA
EXP-2025-10-27-001,2025-10-27,Lyft,Rideshare CA,13.80,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Business rideshare - Boston,
BF-20251027-001,2025-10-27,Trident,Trident - Restaurant,21.21,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*TRIDENT BOOKSELLERS 617-267-8688 MA
EXP-2025-10-28-001,2025-10-28,Amazon,Samsung ViewFinity Monitors + Topo Mat,1183.86,Equipment,Computer Monitors,Chase,found,19a2bce578081efd,Ordered: 2 Samsung 37-inch ViewFinity...,,from:auto-confirm@amazon.com,pending,high,San Mateo office monitors,Delivered to San Mateo
EXP-2025-10-28-002,2025-10-28,Amazon,Apple Magic Keyboard + Mouse + Webcams,392.42,Equipment,Computer Peripherals,Chase,found,19a2bce578081efd,Ordered: 2 Samsung 37-inch ViewFinity...,,from:auto-confirm@amazon.com,pending,high,San Mateo office peripherals,Delivered to San Mateo
EXP-2025-10-28-003,2025-10-28,Amazon,Laptop Stands,78.88,Equipment,Office Equipment,Chase,found,19a2bce578081efd,Ordered: 2 Samsung 37-inch ViewFinity...,,from:auto-confirm@amazon.com,pending,medium,San Mateo office equipment,Delivered to San Mateo
EXP-2025-10-28-004,2025-10-28,Amazon,Breville Coffee Maker + Ostrichpillow Neck Pillow,240.07,Equipment,Office Appliances,Chase,found,19a2b9dd0b94dc48,Ordered: Breville BDC400BSS...,,from:auto-confirm@amazon.com,pending,medium,San Mateo office kitchen + travel,Delivered to San Mateo
EXP-2025-10-28-005,2025-10-28,Amazon,Ostrichpillow Eye Mask,49.33,Equipment,Travel Accessories,Chase,found,19a2b9dd0b94dc48,Ordered: Breville BDC400BSS...,,from:auto-confirm@amazon.com,pending,low,Business travel accessory,Delivered to San Mateo
EXP-2025-10-28-006,2025-10-28,Ox9 Lanzhou,Lunch - San Mateo,60.43,Meals,Working Meals,Chase,pending,,,,,pending,low,Working lunch - San Mateo,
BF-20251028-001,2025-10-28,Amazon,Amazon - Supplies,164.43,Equipment,Supplies,Amex,email_available,,,,from:auto-confirm@amazon.com,pending,medium,Business supplies,Backfill: AMAZON MARKEPLACE NA PA
BF-20251028-002,2025-10-28,Amazon,Amazon - Supplies,75.64,Equipment,Supplies,Amex,email_available,,,,from:auto-confirm@amazon.com,pending,medium,Business supplies,Backfill: AMAZON MARKEPLACE NA PA
EXP-2025-10-29-001,2025-10-29,Waymo,Rideshare SF,27.13,Travel,Ground Transportation,Chase,pending,19a310bbdacba668,Your Waymo ride receipt,,from:waymo receipt,pending,medium,Business rideshare - SF Bay Area,Fort Mason to Blue Bottle
EXP-2025-10-29-002,2025-10-29,Lyft,Rideshare CA,77.90,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Business rideshare - SF Bay Area,3 rides
EXP-2025-10-29-003,2025-10-29,Heeretea,Tea - San Mateo,15.26,Meals,Coffee,Chase,pending,,,,,pending,low,Working tea - San Mateo,
EXP-2025-10-29-004,2025-10-29,DoorDash,DD Oli Toki - CA,27.17,Meals,Working Meals,Chase,pending,,,,,pending,low,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-10-30-001,2025-10-30,Waymo,Rideshare SF,24.37,Travel,Ground Transportation,Chase,pending,19a3340aea9f662a,Your Waymo ride receipt,,from:waymo receipt,pending,medium,Business rideshare - SF Bay Area,Ghirardelli to Tonga Room
EXP-2025-10-30-002,2025-10-30,Waymo,Rideshare SF,12.48,Travel,Ground Transportation,Chase,pending,19a340861d34c21a,Your Waymo ride receipt,,from:waymo receipt,pending,medium,Business rideshare - SF Bay Area,569 Union St to Hotel Majestic
EXP-2025-10-30-003,2025-10-30,Lyft,Rideshare CA,5.91,Travel,Ground Transportation,Chase,pending,,,,,pending,medium,Business rideshare - SF Bay Area,2 rides
EXP-2025-10-30-004,2025-10-30,Amazon,igloohome Keybox + D-Line Floor Cord Cover,294.87,Equipment,Office Security,Chase,found,19a3670002208d3a,Ordered: igloohome Keybox 3E Smart...,,from:auto-confirm@amazon.com,pending,high,San Mateo office security + cable mgmt,Delivered to San Mateo
